advertiser_name,vertical
Hawaiian Financial Federal Credit Union,"Business, Finance, Legal, and Logistics"
KLFY+,Life & Entertainment
Bill Seidle’s Nissan,"Vehicles Parts, Supplies, and Services"
Michigan Golf Pass,Life & Entertainment
Lexington-Fayette Urban County Government,"Government, Politics, and Social Concerns"
12 On Your Side+,Life & Entertainment
KDKA,Life & Entertainment
Innoviz Technologies,"Vehicles Parts, Supplies, and Services"
Curse of the Comet,Entertainment / Media / Leisure
The Carolina Opry Christmas Special: The Christmas Show of the South,Life & Entertainment
Cordova Outdoors,Life & Entertainment
Chestnut Hill Realty,Services
Accident Attorneys Helpline,"Business, Finance, Legal, and Logistics"
Montgomery Whitewater Park,Travel
Structural Systems,Home & Garden
Neediest Kids of All,"Government, Politics, and Social Concerns"
LNB Banking,"Business, Finance, Legal, and Logistics"
Super Neon,Entertainment / Media / Leisure
Vision Nissan of Webster,"Vehicles Parts, Supplies, and Services"
¡Salud! The Oregon Pinot Noir Auction,Government / Organizations
Burris,Life & Entertainment
A-Shed USA,Services
Ramsey Auto Group,"Vehicles Parts, Supplies, and Services"
I Buy LR,"Business, Finance, Legal, and Logistics"
True Value,Retail Stores
Kendall Subaru of Marysville,Automotive / Vehicles
DHERBS,Health & Beauty
West Herr Buick GMC,"Vehicles Parts, Supplies, and Services"
SRI Decks,Home & Garden
Barberino Nissan,"Vehicles Parts, Supplies, and Services"
Friends of Mallorie,"Government, Politics, and Social Concerns"
Butter Smith Kitchen & Pies,Restaurants
Safeway Holiday Ice Rink in Union Square,Life & Entertainment
Atlantis Comfort Systems,Home & Garden
Cueter Chrysler Jeep Dodge Ram,Automotive / Vehicles
Downtown Gadsden,"Government, Politics, and Social Concerns"
Christiansen Insurance Services (CIS),Legal / Financial
Veteran Car Donation Program,"Government, Politics, and Social Concerns"
The Bank of Marion,"Business, Finance, Legal, and Logistics"
Jacksonville Furniture Mart,Retail Stores
Petersen Plumbing & Heating,Home & Garden
Esposito Garden Center,Retail Stores
Capital Ford,"Vehicles Parts, Supplies, and Services"
Colorado Preferred Roofing,Home & Garden
AAA Home Center,Retail Stores
KTVB+,Life & Entertainment
"Royal Plumbing, Heating, & Air",Home & Garden
Szarka Financial,"Business, Finance, Legal, and Logistics"
Sacramento Home and Garden Show,Entertainment / Media / Leisure
Price Point Furniture,Retail
Birmingham Race Course Casino,Life & Entertainment
Jack Wills Outdoor Living,Retail Stores
The Blazing Bird,Restaurants
Brown-Daub Chrysler Jeep Dodge Ram,"Vehicles Parts, Supplies, and Services"
A&E 2020 Corp.,Travel
SWMW Law,"Business, Finance, Legal, and Logistics"
Todd Wenzel Buick GMC,"Vehicles Parts, Supplies, and Services"
2026 Damar Gala: Radiance,"Government, Politics, and Social Concerns"
YMCA of Greater Toledo,"Government, Politics, and Social Concerns"
Ahrens Benefits Company,Insurance
Midwest Shelving,Home & Garden
New Mexico Department of Cultural Affairs,"Government, Politics, and Social Concerns"
Fremont Federal Credit Union,"Business, Finance, Legal, and Logistics"
Fremont Federal Credit Union,Legal / Financial
Wake County Government,"Government, Politics, and Social Concerns"
Hand Center of Louisiana,Health
Central Pacific Bank,"Business, Finance, Legal, and Logistics"
Traditions Home,Retail
Carolina Regenerative Health,Health & Beauty
River Valley Credit Union,"Business, Finance, Legal, and Logistics"
Lowell Stanley Injury Lawyers,"Business, Finance, Legal, and Logistics"
Yokem Toyota,"Vehicles Parts, Supplies, and Services"
Tennessee Association of Broadcasters,"Government, Politics, and Social Concerns"
Oliver Realty,"Business, Finance, Legal, and Logistics"
Great Lakes Building Systems,"Business, Finance, Legal, and Logistics"
Clarity Group,Insurance
Northeast Ohio Regional Sewer District Clean Water Fest,Entertainment / Media / Leisure
Honolulu Police Department,Government / Organizations
Honolulu Police Department,"Government, Politics, and Social Concerns"
Astepro,Pharmaceutical & Medical
Country Chevrolet GMC,"Vehicles Parts, Supplies, and Services"
Southern Payroll & Bookkeeping,"Business, Finance, Legal, and Logistics"
Healthcare Advisors NW,Legal / Financial
Arizona Governor’s Office of Highway Safety,"Government, Politics, and Social Concerns"
40/29,Life & Entertainment
Vision Kia of Canandaigua,"Vehicles Parts, Supplies, and Services"
Discount Fashion Warehouse,Retail Stores
Newport Restaurant Week,Entertainment / Media / Leisure
Jeff Belzer's,"Vehicles Parts, Supplies, and Services"
OwlTing,"Business, Finance, Legal, and Logistics"
Hope Hearing & Tinnitus Center,Pharmaceutical & Medical
Warehouse Auto,"Vehicles Parts, Supplies, and Services"
equineline.com,"Business, Finance, Legal, and Logistics"
SHARE Omaha,Government / Organizations
Gretna Fest,Entertainment / Media / Leisure
Trunck Tray,"Vehicles Parts, Supplies, and Services"
Wheels of Time SRA,Life & Entertainment
SD Capital,"Business, Finance, Legal, and Logistics"
Zak’s Home Outlet,Retail Stores
California Academy of Sciences,Life & Entertainment
Seguin Chevrolet,"Vehicles Parts, Supplies, and Services"
Nissan Stadium,Life & Entertainment
Teeter,Health & Beauty
Teeter,Life & Entertainment
Elitch Gardens Theme & Water Park,Entertainment / Media / Leisure
Republican Voters Against Trump,"Government, Politics, and Social Concerns"
Harmon Dental Center,Health & Beauty
Bravo Cadillac,"Vehicles Parts, Supplies, and Services"
"Jan Dils, Attorneys at Law","Business, Finance, Legal, and Logistics"
Cascade Mazda,"Vehicles Parts, Supplies, and Services"
Rock City Church,Life & Entertainment
Honolulu Ford,"Vehicles Parts, Supplies, and Services"
North Park Mazda,"Vehicles Parts, Supplies, and Services"
Gillman Honda Houston,"Vehicles Parts, Supplies, and Services"
HouseMax,"Business, Finance, Legal, and Logistics"
"Accutemp Hvac, Electrical & Plumbing",Home & Garden
Jim Click Chrysler Dodge Ram,"Vehicles Parts, Supplies, and Services"
Cool-Vue,Home & Garden
Dugan & Associates,"Business, Finance, Legal, and Logistics"
McCoy Roofing,Home & Garden
Science Museum Oklahoma,Life & Entertainment
Ability Employment Services,Careers Services
Heindl Center for the Performing Arts,Life & Entertainment
Heindl Center for the Performing Arts,Entertainment / Media / Leisure
Visit Guatemala,Travel
Turner’s Fine Furniture,Retail Stores
Yankee Home Improvement,Home & Garden
FlyBox,Services
Solid Waste Authority of Central Ohio,"Government, Politics, and Social Concerns"
Kitchen Tune-Up,Retail Stores
Turner Dairy Farms,Food / Beverages
LEADER Worldwide,Travel
Niagara Aesthetic Medical Spa,Travel
Hairline Clinic,Health
An Affair of the Heart Shows,Life & Entertainment
Poverello House,"Government, Politics, and Social Concerns"
Poverello House,Government / Organizations
Spitzer Kia Cleveland,Automotive / Vehicles
Peck Heating & Air Conditioning,Home & Garden
Josh Cellars,Food & Beverage
North Country Windows & Baths,Home & Garden
Cancer Specialists of North Florida,Health
Cleary Building Corp,Home & Garden
Alabama Patients First,"Government, Politics, and Social Concerns"
Mental Health Advocates,Health & Beauty
PT’s Taverns,Restaurants
North Country Chrysler Dodge Jeep Ram,Automotive / Vehicles
Effortless Bedding,Home & Garden
Morris Brown College,Education
Eroxon,Pharmaceutical & Medical
Hardin County Honda,"Vehicles Parts, Supplies, and Services"
Mtn. View Ford,"Vehicles Parts, Supplies, and Services"
Honda of the Ozarks,Vehicles Manufacturers
Woollybear Festival,Entertainment / Media / Leisure
Jaber Motors,"Vehicles Parts, Supplies, and Services"
Five Star Painting,Home & Garden
GS Plumbing,Home & Garden
KSL Newsradio 102.7 FM,Life & Entertainment
Sendell Subaru,"Vehicles Parts, Supplies, and Services"
PBS KIDS Games,Life & Entertainment
"101 Productions, Ltd.",Life & Entertainment
Purple Heart Homes,"Government, Politics, and Social Concerns"
Utah Valley University,Education
Factory Direct Furniture,Retail Stores
Pink Rose Home Service,Home & Garden
Covert Cadillac,Automotive / Vehicles
Luzerne County Community College,Education
THE FIGHT FAMILY PODCAST,Life & Entertainment
America’s Floor Source,Retail
Turtle Creek Chorale,Life & Entertainment
YakAttack,Life & Entertainment
Duke City Recovery Toolbox,Health & Beauty
Fox 44,Life & Entertainment
Griffith Heating & Cooling,Home & Garden
El Paso Children’s Hospital,Health & Beauty
South32,"Business, Finance, Legal, and Logistics"
Best Chimney Services,Home & Garden
Chevrolet of Santa Fe,"Vehicles Parts, Supplies, and Services"
Phil’s Heating and Air,Home & Garden
Orsi’s Italian Bakery & Pizzeria,Restaurants
Providence Friars,Life & Entertainment
Committee to Elect Brent Davison,"Government, Politics, and Social Concerns"
New Smiles,Health & Beauty
Total Comfort Heating Air and Plumbing,Home & Garden
Maumee Bay Turf Center,Home & Garden
Durham’s Maternal Stress-Free Zone,Health & Beauty
Rhino Shield Carolina,Services
Camp Chevrolet,"Vehicles Parts, Supplies, and Services"
YTS Wealth Management,"Business, Finance, Legal, and Logistics"
The Woman in Black,Entertainment / Media / Leisure
Consumers' Research,"Government, Politics, and Social Concerns"
Beach Treasures,Retail Stores
Landers Nissan,"Vehicles Parts, Supplies, and Services"
Alliance For Better Long Term,"Government, Politics, and Social Concerns"
"Alert Plumbing, Heat & Air",Home & Garden
Gary Rome Hyundai,"Vehicles Parts, Supplies, and Services"
AutoNation Mercedes-Benz,Automotive / Vehicles
Santa Fe Kia,"Vehicles Parts, Supplies, and Services"
Legendary Home Services,Home & Garden
Wilmington University,Education
The Stanley Law Group,"Business, Finance, Legal, and Logistics"
Issis & Sons,Retail Stores
Matt Bowers Chevrolet,"Vehicles Parts, Supplies, and Services"
The SuperStore,Retail Stores
Pensacola Interstate Fair,Entertainment / Media / Leisure
Circa Sports,Life & Entertainment
Mercado’s,Restaurants
Window Concepts of Iowa,Home & Garden
JT’s Kia,"Vehicles Parts, Supplies, and Services"
Ultimate Health Spa,Health
Hutchinson Kia of Macon,"Vehicles Parts, Supplies, and Services"
Zeigler Subaru of Lafayette,"Vehicles Parts, Supplies, and Services"
Mattress Max Furniture,Retail Stores
D Bar Beef,Retail Stores
Body Glove,Retail Stores
Body Glove,Life & Entertainment
Cascade Station,Retail Stores
Clear Probiotics,Health & Beauty
OKANA Resort & Indoor Waterpark,Travel
Downtown Subaru of Oakland,"Vehicles Parts, Supplies, and Services"
Asheboro Ford,"Vehicles Parts, Supplies, and Services"
Cotton Patch Cafe,Restaurants
Santé Health,Health & Beauty
Washer & Refrigeration Supply Co,Retail Stores
Sutton Brothers,Home & Garden
Alpine Ford,"Vehicles Parts, Supplies, and Services"
Mike Wards Liberty Safes,Retail Stores
Rivell,Electronics & Communication
Cellino Plumbing & HVAC,Home & Garden
Legacy Helpline,Pharmaceutical & Medical
St. Mary’s Center,"Government, Politics, and Social Concerns"
Boyne Golf,Travel
Double Zapper,Home & Garden
New Life Brace and Limb,Health & Beauty
WBIR 10+,Life & Entertainment
WBIR 10+,Entertainment / Media / Leisure
Earthlight Technologies,Energy & Power
South Dayton Toyota,"Vehicles Parts, Supplies, and Services"
Jetter Clean Sioux Falls,Home & Garden
Pet Registration and Recovery,Pets
Mazda of Jackson,"Vehicles Parts, Supplies, and Services"
McGee Heating & Air,Home & Garden
The City of St. Louis Department of Health,"Government, Politics, and Social Concerns"
Peter Brown for City Council,"Government, Politics, and Social Concerns"
Delta Center,Life & Entertainment
The Assigned Counsel Program,"Government, Politics, and Social Concerns"
Big Country Mulching & Land Management,Energy & Power
Whitetail Concrete Finishing Solutions,Home & Garden
Star Cadillac,"Vehicles Parts, Supplies, and Services"
Comfort Advantage Plumbing Heating and Cooling,Home & Garden
Young Chevrolet,"Vehicles Parts, Supplies, and Services"
Chicago Wolves,Life & Entertainment
Chicago Wolves,Entertainment / Media / Leisure
Fiesta Nissan,"Vehicles Parts, Supplies, and Services"
The Shoe Market,Retail Stores
Preserve America PAC,"Government, Politics, and Social Concerns"
Corning Museum of Glass,Life & Entertainment
Father Joe’s Villages,"Government, Politics, and Social Concerns"
Barrow Fine Furniture,Retail Stores
Allen Samuels Dodge Chrysler Jeep Ram FIAT,"Vehicles Parts, Supplies, and Services"
Walters Environmental Services,"Business, Finance, Legal, and Logistics"
Total Mortgage Services,"Business, Finance, Legal, and Logistics"
Pennsylvania Arts & Crafts Christmas Festival,Entertainment / Media / Leisure
Kloter Farms,Retail Stores
Lakeland Care Plus,"Business, Finance, Legal, and Logistics"
Vascular Institute of Michigan,Health & Beauty
Oregon Institute of Technology,Education
Beaufort Memorial,Health & Beauty
Syracuse Stage,Life & Entertainment
Syracuse Stage,Entertainment / Media / Leisure
HBRA of Central Connecticut Parade of Homes,Services
Call Federal Credit Union,"Business, Finance, Legal, and Logistics"
Allentown Fairgrounds Farmers Market,Life & Entertainment
Car Crash Ash Accident Lawyer,"Business, Finance, Legal, and Logistics"
Stair Bear,Home & Garden
POE FCU,"Business, Finance, Legal, and Logistics"
The San Antonio River Walk,Life & Entertainment
The Gardens of Boca Raton,Pharmaceutical & Medical
Cavalier Auto Group,Automotive / Vehicles
Alamo Candy Company,Food & Beverage
Meta Quest,Electronics & Communication
Meta Quest,Life & Entertainment
American Quality Exteriors,Retail Stores
Charlie Clark Nissan El Paso,"Vehicles Parts, Supplies, and Services"
Samsen Furniture & Mattress,Retail Stores
Axis Spine Center,Health & Beauty
Service Master Restore,Home & Garden
Renewal by Andersen of St. Louis,Home & Garden
On Time Heating & Cooling,Home & Garden
MurMaid Mattress,Retail Stores
Levi’s 4 Floors,Retail Stores
McClintock Heating Cooling Electrical,Home & Garden
Hot Tubs of Tennessee,Retail Stores
Electrolux,Electronics & Communication
Hale’s Jewelers,Retail Stores
Lackawanna County District Attorney’s Office,"Government, Politics, and Social Concerns"
Make America Sober Again,"Government, Politics, and Social Concerns"
HARDY,Entertainment / Media / Leisure
ROXi,Life & Entertainment
OP Jenkins Furniture & Design,Retail Stores
Michael Sullivan Law,"Business, Finance, Legal, and Logistics"
Clermont County Veteran Service Commission,"Government, Politics, and Social Concerns"
Willis Nissan,"Vehicles Parts, Supplies, and Services"
Lighthouse Mechanical Heating and Cooling,Home & Garden
Haywood Community College (HCC),Education
Brazilian Top Team,Life & Entertainment
North Park Lincoln at Dominion,"Vehicles Parts, Supplies, and Services"
WCAX Channel 3,Life & Entertainment
Youth of North Carolina,Government / Organizations
American Heritage Bank,"Business, Finance, Legal, and Logistics"
Mega Millions,Entertainment / Media / Leisure
Bert Kreischer,Life & Entertainment
Smooth Home Offers,Services
Treasure Valley Subaru,"Vehicles Parts, Supplies, and Services"
Bitter Neumann Appliance Furniture Mattress,Retail Stores
Ohio Valley Bank,"Business, Finance, Legal, and Logistics"
Archdiocese of St. Louis,Government / Organizations
theScore Bet,Life & Entertainment
Vastola Heating & Cooling,Home & Garden
Rhode Island Design Center,Retail Stores
Sonrisa Family Dental,Health
"Wyoming County, PA","Government, Politics, and Social Concerns"
Nucar Hyundai of North Kingstown,"Vehicles Parts, Supplies, and Services"
Pittsburgh Steelers,Life & Entertainment
Kentucky Exposition Center,Life & Entertainment
Community First Hawai’i,"Government, Politics, and Social Concerns"
Vachon GMC,"Vehicles Parts, Supplies, and Services"
King’s Great Buys Plus,Retail Stores
R.D. Jackson Law Office,"Business, Finance, Legal, and Logistics"
Villeroy & Boch,Home & Garden
United Way of the Columbia-Willamette,Government / Organizations
The Sleep Shop Appleton,Retail Stores
WJAC,Life & Entertainment
Schiff’s,Retail Stores
